frameNum, leftShoulder, leftElbow, leftWrist, rightShoulder, rightElbow, rightWrist, leftHip, leftKnee, leftAnkle, rightHip, rightKnee, rightAnkle
93, 67.7565, 22.4106, 31.0647, 74.9757, 36.0736, 30.4783, 9.61276, 56.5424, 105.305, 15.8266, 73.8725, 120.456
94, 68.0953, 23.6744, 25.35, 75.1699, 35.3786, 30.0119, 10.5228, 61.766, 110.791, 17.2493, 73.525, 120.42
95, 68.7841, 25.4515, 29.4784, 75.2967, 33.9617, 25.976, 11.4096, 62.5629, 111.803, 16.478, 72.6458, 119.903
96, 70.7246, 26.7762, 35.0173, 76.5028, 34.8627, 28.5757, 9.74662, 61.5169, 110.61, 14.8057, 71.8277, 119.32
97, 70.3246, 26.3182, 32.2819, 76.1555, 34.6291, 29.6108, 9.3892, 61.7294, 110.887, 12.2774, 70.0489, 117.099
98, 71.1817, 26.8074, 33.9524, 76.7001, 35.0457, 32.0871, 8.54702, 61.3962, 110.709, 12.098, 67.0019, 112.962
99, 71.6515, 27.6537, 35.5505, 77.3384, 36.2372, 32.3254, 9.30535, 61.5467, 110.624, 9.80438, 68.3666, 112.957
100, 71.8556, 27.8122, 36.5599, 77.2674, 35.6308, 33.3612, 8.55112, 60.9475, 109.688, 9.25783, 67.8479, 111.844
101, 71.7332, 27.4822, 36.7288, 77.5761, 35.9354, 32.4034, 8.27219, 62.8848, 108.509, 9.59256, 67.8101, 112.024
102, 71.1232, 26.7178, 32.2181, 76.8026, 35.8856, 33.8834, 8.1505, 61.1359, 106.961, 10.5861, 67.3046, 110.123
103, 69.5935, 24.9273, 26.9886, 76.2005, 36.5079, 33.7386, 9.17691, 62.0816, 107.299, 10.4082, 67.8046, 110.208
104, 69.3966, 25.0897, 28.4847, 75.4058, 35.6298, 32.6657, 9.51173, 59.9749, 109.777, 10.2651, 67.766, 111.537
105, 68.7891, 24.2697, 28.8274, 75.38, 36.4194, 32.3794, 9.2956, 60.0105, 110.398, 11.0296, 67.8985, 111.444
106, 69.6584, 24.6588, 28.9224, 76.1609, 37.2368, 30.7248, 10.8699, 62.6768, 118.914, 10.2277, 66.4177, 111.522
107, 69.5555, 24.5129, 28.4517, 75.8694, 37.3624, 29.9649, 11.9592, 64.1086, 114.664, 11.0672, 66.5763, 113.068
108, 69.4791, 24.2991, 28.4111, 75.6331, 36.3757, 28.7199, 12.0567, 64.0263, 114.64, 11.2765, 66.1002, 114.834
109, 69.3608, 23.8301, 26.9817, 75.8659, 35.3878, 29.8523, 11.8543, 69.4785, 113.425, 11.9233, 65.0607, 114.127
110, 69.6189, 23.7338, 26.5556, 75.8975, 35.8589, 29.5437, 11.8765, 70.5352, 111.96, 12.0288, 65.0576, 114.924
111, 69.5758, 23.401, 24.7593, 75.4648, 33.8545, 30.1944, 11.6643, 70.6639, 111.54, 12.2178, 65.9662, 114.004
112, 69.4084, 23.3554, 25.9116, 75.0647, 33.7745, 28.2534, 11.8979, 71.2747, 109.92, 13.4413, 64.8972, 112.161
113, 70.6261, 25.1804, 26.7791, 75.6507, 31.4726, 28.3757, 14.4479, 64.2264, 111.561, 13.8666, 63.8613, 111.253
